"Building capacity per subsector, per end use, per input energy, and per vintage"
vintage,Sub,EndUse,Tech_type_1,Tech_type_2,Energy_cat,Efficiency,Capacity_units,Capacities
2035,Residential,Lighting,Fluorescent,T12,Electricity,Standard,Mlm,12.23561449202911
2035,Residential,Lighting,Fluorescent,T5,Electricity,High,Mlm,1357.1655180300043
2035,Residential,Lighting,Fluorescent,T5,Electricity,Standard,Mlm,3017.8386729184817
2035,Residential,Lighting,Fluorescent,T8,Electricity,High,Mlm,5.807860257213877
2035,Residential,Lighting,Fluorescent,T8,Electricity,Standard,Mlm,10.043260172782112
2035,Residential,Lighting,Halogen,60W,Electricity,Standard,Mlm,5.672328903305541
2035,Residential,Lighting,Incandescent,60W,Electricity,Standard,Mlm,7.00923550075119
2035,Residential,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm,2.7642756407233495
2035,Residential,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,9.486506998110881
2035,Residential,Range,___,___,Electricity,High,kunits,0.05912579187543398
2035,Residential,Range,___,___,Electricity,Standard,kunits,329.4058518597925
2035,Residential,Range,___,___,Natural Gas,High,kunits,96.65707889970433
2035,Residential,Range,___,___,Natural Gas,Standard,kunits,135.49579547121962
2035,Residential,Refrigerator,___,Freezer Down,Electricity,Energy Star,kunits,0.1828475921512324
2035,Residential,Refrigerator,___,Freezer Down,Electricity,High,kunits,0.18270856320814416
2035,Residential,Refrigerator,___,Freezer Down,Electricity,Standard,kunits,0.19766474124340994
2035,Residential,Refrigerator,___,Freezer Top,Electricity,Energy Star,kunits,0.7218772226289532
2035,Residential,Refrigerator,___,Freezer Top,Electricity,High,kunits,0.5827826971534629
2035,Residential,Refrigerator,___,Freezer Top,Electricity,Standard,kunits,77.2344903504123
2035,Residential,Refrigerator,___,___,Electricity,Standard,kunits,338.70938726309856
2035,Residential,Space Cooling,Central,___,Electricity,Energy Star,MW,0.3175890396450839
2035,Residential,Space Cooling,Central,___,Electricity,High,MW,0.26668714644371916
2035,Residential,Space Cooling,Central,___,Electricity,Standard,MW,0.33038214596777143
2035,Residential,Space Cooling,Wall,___,Electricity,Energy Star,MW,1.19624578207862
2035,Residential,Space Cooling,Wall,___,Electricity,High,MW,0.8688107735923557
2035,Residential,Space Cooling,Wall,___,Electricity,Standard,MW,2.162714861030214
2035,Residential,Space Cooling,Window,___,Electricity,Energy Star,MW,318.5850752922016
2035,Residential,Space Cooling,Window,___,Electricity,High,MW,0.7184426941954214
2035,Residential,Space Cooling,Window,___,Electricity,Standard,MW,844.6138763025175
2035,Residential,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,MW,55.43243369908251
2035,Residential,Space Cooling,___,___,District Cooling,___,MW,135.81635758633377
2035,Residential,Space Heating,Boiler,___,Hydrogen,Standard,MW,0.008239956890438178
2035,Residential,Space Heating,Fireplace,___,Propane,High,MW,0.05556051224252049
2035,Residential,Space Heating,Fireplace,___,Propane,Standard,MW,0.06209822713980793
2035,Residential,Space Heating,Furnace,___,Electricity,Standard,MW,0.32356088902578534
2035,Residential,Space Heating,Furnace,___,Kerosene,Standard,MW,0.251149598083643
2035,Residential,Space Heating,Furnace,___,Light Fuel Oil,High,MW,0.0811595756796979
2035,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.1688559956557975
2035,Residential,Space Heating,Furnace,___,Natural Gas,Energy Star,MW,0.24629595068411375
2035,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,0.30093204868278844
2035,Residential,Space Heating,Furnace,___,Natural Gas,Standard,MW,0.22113956387127903
2035,Residential,Space Heating,Furnace,___,Propane,Energy Star,MW,0.14214743350123388
2035,Residential,Space Heating,Furnace,___,Propane,High,MW,0.14693831747192246
2035,Residential,Space Heating,Furnace,___,Propane,Standard,MW,0.1348471924217408
2035,Residential,Space Heating,Heat Pump,___,Electricity,Energy Star,MW,2.7994861784438907
2035,Residential,Space Heating,Heat Pump,___,Electricity,High,MW,917.2554928668175
2035,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.3175085506828971
2035,Residential,Space Heating,Heat Pump,___,Geothermal,Energy Star,MW,0.6213007552279967
2035,Residential,Space Heating,Heat Pump,___,Geothermal,High,MW,0.4404792148280402
2035,Residential,Space Heating,Heat Pump,___,Geothermal,Standard,MW,150.24928116015738
2035,Residential,Space Heating,Heat Pump,___,Natural Gas,Standard,MW,0.08312855965050363
2035,Residential,Space Heating,Plinthe,1000W,Electricity,Standard,MW,0.6526827569198715
2035,Residential,Space Heating,Plinthe,1500W,Electricity,Standard,MW,0.7295197681286726
2035,Residential,Space Heating,Plinthe,500W,Electricity,Standard,MW,0.5109648765789255
2035,Residential,Space Heating,Pellet stove,___,Wood Pellet,High,MW,0.07464267050449029
2035,Residential,Space Heating,Pellet stove,___,Wood Pellet,Standard,MW,0.08308175119524912
2035,Residential,Space Heating,Stove,___,Biomass,High,MW,0.05025515368393923
2035,Residential,Space Heating,Stove,___,Biomass,Standard,MW,0.05028279055641771
2035,Residential,Space Heating,Zero Programmable Thermostat,___,ETHOS,Standard,MW,52.96888570825504
2035,Residential,Space Heating,Zero Thermal Measure,___,ETHOS,High,MW,234.41066457262193
2035,Residential,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,MW,234.41075811081058
2035,Residential,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,MW,264.8448054077786
2035,Residential,Space Heating,___,___,District Heating,___,MW,232.01454673670546
2035,Residential,Water Heating,Heat Pump,___,Electricity,Energy Star,MW,92.46175465082365
2035,Residential,Water Heating,Heat Pump,___,Electricity,High,MW,0.12993233291253004
2035,Residential,Water Heating,Heat Pump,___,Electricity,Standard,MW,0.24529892243859439
2035,Residential,Water Heating,Solar Thermal,Backup,Electricity,Standard,MW,0.012988507926410365
2035,Residential,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,MW,31.5179441433864
2035,Residential,Water Heating,System,___,Biomass,Standard,MW,4.203161486861346
2035,Residential,Water Heating,System,___,Wood Pellet,Standard,MW,0.3797160982403027
2035,Residential,Water Heating,System,___,Kerosene,Standard,MW,0.1810471934346623
2035,Residential,Water Heating,System,___,Light Fuel Oil,Standard,MW,0.13351219497207983
2035,Residential,Water Heating,System,___,Propane,Standard,MW,0.11617324602720266
2035,Residential,Water Heating,With Tank,___,Electricity,High,MW,0.07556398711871443
2035,Residential,Water Heating,With Tank,___,Electricity,Standard,MW,0.13286814641423517
2035,Residential,Water Heating,With Tank,___,Natural Gas,Energy Star,MW,0.0929320412089565
2035,Residential,Water Heating,With Tank,___,Natural Gas,High,MW,0.08982926328438895
2035,Residential,Water Heating,With Tank,___,Natural Gas,Standard,MW,0.09694046621435741
2035,Residential,Water Heating,___,___,District Heating,___,MW,16.455634439361823
2040,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,198.35333726302105
2040,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,179.57158942184452
2040,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,6.640097612583075
2040,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,46.584934802175646
2040,Commercial,Lighting,Fluocompact,___,Electricity,High,Mlm,25.527225414090882
2040,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,20.28681776234836
2040,Commercial,Lighting,Fluorescent,T5,Electricity,High,Mlm,94.80203306496156
2040,Commercial,Lighting,Fluorescent,T5,Electricity,Standard,Mlm,50.74801546281053
2040,Commercial,Lighting,Fluorescent,T8,Electricity,High,Mlm,15.854168758676574
2040,Commercial,Lighting,Fluorescent,T8,Electricity,Standard,Mlm,21.676696966702977
2040,Commercial,Lighting,Halogen,100W,Electricity,Standard,Mlm,34.007230538809814
2040,Commercial,Lighting,Incandescent,100W,Electricity,Standard,Mlm,19.1419097183359
2040,Commercial,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm,8.362982468349548
2040,Commercial,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,4666.546962985711
2040,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,25.801366654986523
2040,Commercial,Space Cooling,Central,___,Electricity,Energy Star,MW,3.1217755129084406
2040,Commercial,Space Cooling,Central,___,Electricity,High,MW,3.23233295751771
2040,Commercial,Space Cooling,Central,___,Electricity,Standard,MW,2.3765881181790665
2040,Commercial,Space Cooling,Central,___,Natural Gas,Energy Star,MW,1.4685373494254272
2040,Commercial,Space Cooling,Central,___,Natural Gas,High,MW,1.411230823320551
2040,Commercial,Space Cooling,Central,___,Natural Gas,Standard,MW,1.4948887745290202
2040,Commercial,Space Cooling,Wall,___,Electricity,Energy Star,MW,10.180483162828107
2040,Commercial,Space Cooling,Wall,___,Electricity,High,MW,10.008064240937593
2040,Commercial,Space Cooling,Wall,___,Electricity,Standard,MW,57.92159397057258
2040,Commercial,Space Cooling,Window,___,Electricity,Energy Star,MW,7.483304595486064
2040,Commercial,Space Cooling,Window,___,Electricity,High,MW,2.9316390060055886
2040,Commercial,Space Cooling,Window,___,Electricity,Standard,MW,323.7408965678013
2040,Commercial,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,MW,50.4364033507871
2040,Commercial,Space Cooling,___,___,District Cooling,___,MW,121.08051427661775
2040,Commercial,Space Heating,Heat Pump,___,Electricity,Energy Star,MW,22.912213984798548
2040,Commercial,Space Heating,Heat Pump,___,Electricity,High,MW,1216.3198114628972
2040,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,2.942824551853049
2040,Commercial,Space Heating,Heat Pump,___,Geothermal,Energy Star,MW,2.294162814696612
2040,Commercial,Space Heating,Heat Pump,___,Geothermal,High,MW,1.8726564385637663
2040,Commercial,Space Heating,Heat Pump,___,Geothermal,Standard,MW,3.9948869666076585
2040,Commercial,Space Heating,Zero Thermal Measure,___,ETHOS,High,MW,191.3745718439666
2040,Commercial,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,MW,197.8178770629033
2040,Commercial,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,MW,198.6657337607403
2040,Commercial,Space Heating,___,___,District Heating,___,MW,174.2940621440595
2040,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,High,kunits,2448.3124933577014
2040,Commercial,Water Heating,Heat Pump,___,Electricity,Energy Star,MW,271.9175133521691
2040,Commercial,Water Heating,Heat Pump,___,Electricity,High,MW,1.0593358970733253
2040,Commercial,Water Heating,Heat Pump,___,Electricity,Standard,MW,5.54180230744622
2040,Commercial,Water Heating,___,___,District Heating,___,MW,118.62207957225445
2040,Industry,Industrial Processes,Self produced,Retrofit,ETHOS,,MW,0.024208775685322356
2040,Industry,Industrial Processes,Self produced,___,Waste Heat,,MW,367.2807173122584
2040,Industry,Lighting,Self produced,Retrofit,ETHOS,,MW,56.31810951480077
2040,Industry,Space Cooling,Self produced,Retrofit,ETHOS,,MW,0.017124724879430977
2040,Industry,Space Heating,Self produced,Retrofit,ETHOS,,MW,118.243664343389
2040,Industry,Water Heating,Self produced,Retrofit,ETHOS,,MW,309.3985149397739
2040,Public,Auxiliary Equipment,___,___,Biomass,Standard,kunits,0.008448223139857346
2040,Public,Auxiliary Equipment,___,___,Electricity,Standard,kunits,55.10729823131853
2040,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,5.113752722384039
2040,Public,Auxiliary Equipment,___,___,Propane,Standard,kunits,2.239433584383465
2040,Public,Auxiliary Motors,___,___,Electricity,Standard,kunits,11.18563399853793
2040,Public,Lighting,Fluocompact,___,Electricity,High,Mlm,10.251539280196045
2040,Public,Lighting,Fluocompact,___,Electricity,Standard,Mlm,8.16057698304885
2040,Public,Lighting,Fluorescent,T5,Electricity,High,Mlm,28.157897359972832
2040,Public,Lighting,Fluorescent,T5,Electricity,Standard,Mlm,17.382480430690006
2040,Public,Lighting,Fluorescent,T8,Electricity,High,Mlm,6.064408037944145
2040,Public,Lighting,Fluorescent,T8,Electricity,Standard,Mlm,8.398490373484277
2040,Public,Lighting,Halogen,100W,Electricity,Standard,Mlm,14.01654378209978
2040,Public,Lighting,Incandescent,100W,Electricity,Standard,Mlm,7.868158580246705
2040,Public,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm,3.373909120822436
2040,Public,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,322.99581964988374
2040,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,9.21773984734486
2040,Public,Space Cooling,Central,___,Electricity,Energy Star,MW,1.0856730281880758
2040,Public,Space Cooling,Central,___,Electricity,High,MW,1.8367434947808907
2040,Public,Space Cooling,Central,___,Electricity,Standard,MW,0.6899533182295081
2040,Public,Space Cooling,Central,___,Natural Gas,Energy Star,MW,0.6728357891206223
2040,Public,Space Cooling,Central,___,Natural Gas,High,MW,0.6351520970819121
2040,Public,Space Cooling,Central,___,Natural Gas,Standard,MW,0.6902416965895702
2040,Public,Space Cooling,Wall,___,Electricity,Energy Star,MW,4.604946302003448
2040,Public,Space Cooling,Wall,___,Electricity,High,MW,35.54436077765186
2040,Public,Space Cooling,Wall,___,Electricity,Standard,MW,153.02737320816573
2040,Public,Space Cooling,Window,___,Electricity,Energy Star,MW,1.017651568244218
2040,Public,Space Cooling,Window,___,Electricity,High,MW,0.7094155105805064
2040,Public,Space Cooling,Window,___,Electricity,Standard,MW,1.4787266487243012
2040,Public,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,MW,0.13081124011519402
2040,Public,Space Cooling,___,___,District Cooling,___,MW,9.710013369522306
2040,Public,Space Heating,Furnace,Large,Hydrogen,Standard,MW,0.0016446938502092932
2040,Public,Space Heating,Furnace,Medium,Hydrogen,Standard,MW,0.0016317129024143893
2040,Public,Space Heating,Furnace,Small,Hydrogen,Standard,MW,0.0015981560136645063
2040,Public,Space Heating,Furnace,___,Electricity,Standard,MW,0.017448533452355298
2040,Public,Space Heating,Furnace,___,Heavy Fuel Oil,High,MW,0.014311149442518668
2040,Public,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.01457531997016237
2040,Public,Space Heating,Furnace,___,Kerosene,Standard,MW,0.014574088884286556
2040,Public,Space Heating,Furnace,___,Light Fuel Oil,High,MW,0.014214875724825677
2040,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.014510303546499539
2040,Public,Space Heating,Furnace,___,Natural Gas,Energy Star,MW,0.037931170495920735
2040,Public,Space Heating,Furnace,___,Natural Gas,High,MW,0.037183396640460886
2040,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,0.039044501452080785
2040,Public,Space Heating,Furnace,___,Propane,Energy Star,MW,0.007015909215993
2040,Public,Space Heating,Furnace,___,Propane,High,MW,0.006770616476847974
2040,Public,Space Heating,Furnace,___,Propane,Standard,MW,0.007122434042218213
2040,Public,Space Heating,Heat Pump,___,Electricity,Energy Star,MW,1.1807490338873152
2040,Public,Space Heating,Heat Pump,___,Electricity,High,MW,294.76242488024087
2040,Public,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.46304752260947846
2040,Public,Space Heating,Heat Pump,___,Geothermal,Energy Star,MW,0.8719352677188734
2040,Public,Space Heating,Heat Pump,___,Geothermal,High,MW,0.6585270957074599
2040,Public,Space Heating,Heat Pump,___,Geothermal,Standard,MW,1.4004573101376194
2040,Public,Space Heating,Heat Pump,___,Natural Gas,Standard,MW,0.0010425663405780384
2040,Public,Space Heating,Plinthe,1000W,Electricity,Standard,MW,0.019330571106461875
2040,Public,Space Heating,Plinthe,1500W,Electricity,Standard,MW,0.02266925468991619
2040,Public,Space Heating,Plinthe,500W,Electricity,Standard,MW,0.012537501370366256
2040,Public,Space Heating,Zero Thermal Measure,___,ETHOS,High,MW,53.169540338801966
2040,Public,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,MW,56.117157691176864
2040,Public,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,MW,57.1457177651554
2040,Public,Space Heating,___,___,District Heating,___,MW,14.190328643169092
2040,Public,Water Heating,Heat Pump,___,Electricity,Energy Star,MW,0.07875947129635943
2040,Public,Water Heating,Heat Pump,___,Electricity,High,MW,0.06673657995471688
2040,Public,Water Heating,Heat Pump,___,Electricity,Standard,MW,0.06638613385639441
2040,Public,Water Heating,Solar Thermal,Backup,Electricity,Standard,MW,0.0005886796278783108
2040,Public,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,MW,0.0015214795666403614
2040,Public,Water Heating,System,___,Biomass,Standard,MW,0.003293645653436898
2040,Public,Water Heating,System,___,Wood Pellet,Standard,MW,0.00957162776922029
2040,Public,Water Heating,System,___,Heavy Fuel Oil,Standard,MW,0.0046142349148087895
2040,Public,Water Heating,System,___,Kerosene,Standard,MW,0.00461265237370439
2040,Public,Water Heating,System,___,Light Fuel Oil,Standard,MW,0.004573282723240211
2040,Public,Water Heating,System,___,Propane,Energy Star,MW,0.006926195647056455
2040,Public,Water Heating,With Tank,___,Electricity,High,MW,0.002840223040742752
2040,Public,Water Heating,With Tank,___,Electricity,Standard,MW,0.00478342124960705
2040,Public,Water Heating,With Tank,___,Natural Gas,Energy Star,MW,0.005990362218662896
2040,Public,Water Heating,With Tank,___,Natural Gas,High,MW,0.005903096922503369
2040,Public,Water Heating,With Tank,___,Natural Gas,Standard,MW,0.006316948531357834
2040,Public,Water Heating,___,___,District Heating,___,MW,59.1006776342583
2040,Residential,Other Appliances,Other,___,Electricity,Standard,kunits,18423.368782750356
2040,Residential,Clothe Dryer,___,___,Electricity,Energy Star,kunits,0.4505067048149555
2040,Residential,Clothe Dryer,___,___,Electricity,High,kunits,0.2610701562618268
2040,Residential,Clothe Dryer,___,___,Electricity,Standard,kunits,421.09942939538445
2040,Residential,Clothe Washer,___,Combined,Electricity,Energy Star,kunits,30.71266369820194
2040,Residential,Clothe Washer,___,Combined,Electricity,High,kunits,0.0794842652793446
2040,Residential,Clothe Washer,___,Combined,Electricity,Standard,kunits,0.3936181694563079
2040,Residential,Clothe Washer,___,Front,Electricity,Energy Star,kunits,0.07590144642719296
2040,Residential,Clothe Washer,___,Front,Electricity,High,kunits,0.06143612582055716
2040,Residential,Clothe Washer,___,Front,Electricity,Standard,kunits,0.07457720383002128
2040,Residential,Clothe Washer,___,Top,Electricity,Energy Star,kunits,0.08139438621790664
2040,Residential,Clothe Washer,___,Top,Electricity,High,kunits,0.06835910308305401
2040,Residential,Clothe Washer,___,Top,Electricity,Standard,kunits,0.10875868382267703
2040,Residential,Dish Washer,___,___,Electricity,Energy Star,kunits,0.8621729455939493
2040,Residential,Dish Washer,___,___,Electricity,High,kunits,0.6473525842988848
2040,Residential,Dish Washer,___,___,Electricity,Standard,kunits,246.69660816649002
2040,Residential,Freezer,___,Chest,Electricity,Energy Star,kunits,0.9772680386968672
2040,Residential,Freezer,___,Chest,Electricity,High,kunits,1.1390294700020769
2040,Residential,Freezer,___,Chest,Electricity,Standard,kunits,94.79401464777997
2040,Residential,Freezer,___,Standing,Electricity,Energy Star,kunits,0.2518087150144383
2040,Residential,Freezer,___,Standing,Electricity,High,kunits,0.2379031162314734
2040,Residential,Freezer,___,Standing,Electricity,Standard,kunits,0.28133803190987305
2040,Residential,Lighting,Fluocompact,___,Electricity,Energy Star,Mlm,2.548983838345401
2040,Residential,Lighting,Fluocompact,___,Electricity,High,Mlm,3.864505308295839
2040,Residential,Lighting,Fluocompact,___,Electricity,Standard,Mlm,8.935042645757573
2040,Residential,Lighting,Fluorescent,T12,Electricity,Standard,Mlm,12.227798750578508
2040,Residential,Lighting,Fluorescent,T5,Electricity,High,Mlm,824.6162917079525
2040,Residential,Lighting,Fluorescent,T5,Electricity,Standard,Mlm,72.84089176901449
2040,Residential,Lighting,Fluorescent,T8,Electricity,High,Mlm,6.571629593778566
2040,Residential,Lighting,Fluorescent,T8,Electricity,Standard,Mlm,10.41275016630299
2040,Residential,Lighting,Halogen,60W,Electricity,Standard,Mlm,6.557768143273195
2040,Residential,Lighting,Incandescent,60W,Electricity,Standard,Mlm,8.080912622892779
2040,Residential,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm,3.1718518270504727
2040,Residential,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,10.694217753207926
2040,Residential,Range,___,___,Electricity,High,kunits,0.06393802786764144
2040,Residential,Range,___,___,Electricity,Standard,kunits,0.23560518474993813
2040,Residential,Range,___,___,Natural Gas,High,kunits,29.250888281316456
2040,Residential,Range,___,___,Natural Gas,Standard,kunits,145.23423701795883
2040,Residential,Refrigerator,___,Freezer Down,Electricity,Energy Star,kunits,0.2198776517624175
2040,Residential,Refrigerator,___,Freezer Down,Electricity,High,kunits,0.21971986018650727
2040,Residential,Refrigerator,___,Freezer Down,Electricity,Standard,kunits,0.2378921081515724
2040,Residential,Refrigerator,___,Freezer Top,Electricity,Energy Star,kunits,1.0414254107051129
2040,Residential,Refrigerator,___,Freezer Top,Electricity,High,kunits,0.8074479885449044
2040,Residential,Refrigerator,___,Freezer Top,Electricity,Standard,kunits,134.85146890824416
2040,Residential,Refrigerator,___,___,Electricity,Standard,kunits,258.21183250787084
2040,Residential,Space Cooling,Central,___,Electricity,Energy Star,MW,0.3902536214920106
2040,Residential,Space Cooling,Central,___,Electricity,High,MW,0.3339277043351407
2040,Residential,Space Cooling,Central,___,Electricity,Standard,MW,0.39915779021323955
2040,Residential,Space Cooling,Wall,___,Electricity,Energy Star,MW,1.2263457899690002
2040,Residential,Space Cooling,Wall,___,Electricity,High,MW,0.9937653933181014
2040,Residential,Space Cooling,Wall,___,Electricity,Standard,MW,1.764096821700368
2040,Residential,Space Cooling,Window,___,Electricity,Energy Star,MW,1.7887697408915222
2040,Residential,Space Cooling,Window,___,Electricity,High,MW,0.7354499537253529
2040,Residential,Space Cooling,Window,___,Electricity,Standard,MW,934.0569681217847
2040,Residential,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,MW,55.43213762238501
2040,Residential,Space Cooling,___,___,District Cooling,___,MW,16.67313219593312
2040,Residential,Space Heating,Boiler,___,Hydrogen,Standard,MW,0.00023254945336168307
2040,Residential,Space Heating,Fireplace,___,Propane,High,MW,0.0019624125240050062
2040,Residential,Space Heating,Fireplace,___,Propane,Standard,MW,0.0023020477449226416
2040,Residential,Space Heating,Furnace,___,Electricity,Standard,MW,0.011322724944777526
2040,Residential,Space Heating,Furnace,___,Kerosene,Standard,MW,0.006015470892816774
2040,Residential,Space Heating,Furnace,___,Light Fuel Oil,High,MW,0.002449853590429367
2040,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.006028378481928016
2040,Residential,Space Heating,Furnace,___,Natural Gas,Energy Star,MW,0.0054755272764385856
2040,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,0.005272042613137568
2040,Residential,Space Heating,Furnace,___,Natural Gas,Standard,MW,0.005569828714970817
2040,Residential,Space Heating,Furnace,___,Propane,Energy Star,MW,0.005139271434517598
2040,Residential,Space Heating,Furnace,___,Propane,High,MW,0.004931681345110165
2040,Residential,Space Heating,Furnace,___,Propane,Standard,MW,0.0052355465778105535
2040,Residential,Space Heating,Heat Pump,___,Electricity,Energy Star,MW,28.13977462225965
2040,Residential,Space Heating,Heat Pump,___,Electricity,High,MW,1024.1182808269716
2040,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.41501894455581956
2040,Residential,Space Heating,Heat Pump,___,Geothermal,Energy Star,MW,0.8206545336465658
2040,Residential,Space Heating,Heat Pump,___,Geothermal,High,MW,0.6174530971711947
2040,Residential,Space Heating,Heat Pump,___,Geothermal,Standard,MW,145.5498584486804
2040,Residential,Space Heating,Heat Pump,___,Natural Gas,Standard,MW,0.0006743901575092395
2040,Residential,Space Heating,Plinthe,1000W,Electricity,Standard,MW,0.020233228170957872
2040,Residential,Space Heating,Plinthe,1500W,Electricity,Standard,MW,0.02192129543915995
2040,Residential,Space Heating,Plinthe,500W,Electricity,Standard,MW,0.01670083739956582
2040,Residential,Space Heating,Pellet stove,___,Wood Pellet,High,MW,0.001429759813277474
2040,Residential,Space Heating,Pellet stove,___,Wood Pellet,Standard,MW,0.0015823911825242221
2040,Residential,Space Heating,Stove,___,Biomass,High,MW,0.0011112521674556074
2040,Residential,Space Heating,Stove,___,Biomass,Standard,MW,0.001139212551353219
2040,Residential,Space Heating,Zero Programmable Thermostat,___,ETHOS,Standard,MW,52.96882061417484
2040,Residential,Space Heating,Zero Thermal Measure,___,ETHOS,High,MW,234.41339988221966
2040,Residential,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,MW,234.41351391423262
2040,Residential,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,MW,264.84470979477845
2040,Residential,Space Heating,___,___,District Heating,___,MW,34.192541360963716
2040,Residential,Water Heating,Heat Pump,___,Electricity,Energy Star,MW,809.836466650045
2040,Residential,Water Heating,Heat Pump,___,Electricity,High,MW,0.4544453705510538
2040,Residential,Water Heating,Heat Pump,___,Electricity,Standard,MW,2.287046729095488
2040,Residential,Water Heating,Solar Thermal,Backup,Electricity,Standard,MW,0.00035738399498574876
2040,Residential,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,MW,0.0009167772834629963
2040,Residential,Water Heating,System,___,Biomass,Standard,MW,0.001728338142089639
2040,Residential,Water Heating,System,___,Wood Pellet,Standard,MW,0.0017885130105299014
2040,Residential,Water Heating,System,___,Kerosene,Standard,MW,0.005026684828695341
2040,Residential,Water Heating,System,___,Light Fuel Oil,Standard,MW,0.005155607914639473
2040,Residential,Water Heating,System,___,Propane,Standard,MW,0.005263344869400325
2040,Residential,Water Heating,With Tank,___,Electricity,High,MW,0.0024698463861420297
2040,Residential,Water Heating,With Tank,___,Electricity,Standard,MW,0.004202852541879163
2040,Residential,Water Heating,With Tank,___,Natural Gas,Energy Star,MW,0.0030366226429683536
2040,Residential,Water Heating,With Tank,___,Natural Gas,High,MW,0.0024369470064490883
2040,Residential,Water Heating,With Tank,___,Natural Gas,Standard,MW,0.0034023344809072037
2040,Residential,Water Heating,___,___,District Heating,___,MW,102.3387251775492
2045,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,455.0234150055238
2045,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,67.73202609236705
2045,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,16.15268241061458
2045,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,33.86990972035605
2045,Commercial,Lighting,Fluocompact,___,Electricity,High,Mlm,36.7576023772546
2045,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,29.27442857143171
2045,Commercial,Lighting,Fluorescent,T5,Electricity,High,Mlm,13921.074553668519
2045,Commercial,Lighting,Fluorescent,T5,Electricity,Standard,Mlm,81.86494363209624
2045,Commercial,Lighting,Fluorescent,T8,Electricity,High,Mlm,26.049854419665788
2045,Commercial,Lighting,Fluorescent,T8,Electricity,Standard,Mlm,32.30153435258545
2045,Commercial,Lighting,Halogen,100W,Electricity,Standard,Mlm,48.96564389407983
2045,Commercial,Lighting,Incandescent,100W,Electricity,Standard,Mlm,27.641884498001396
2045,Commercial,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm,14.11765885131459
2045,Commercial,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,7510.649312156584
2045,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,48.74446381648109
2045,Commercial,Space Cooling,Central,___,Electricity,Energy Star,MW,2.454753449446414
2045,Commercial,Space Cooling,Central,___,Electricity,High,MW,2.8774229435211853
2045,Commercial,Space Cooling,Central,___,Electricity,Standard,MW,1.7679788601506834
2045,Commercial,Space Cooling,Central,___,Natural Gas,Energy Star,MW,1.9293717097126506
2045,Commercial,Space Cooling,Central,___,Natural Gas,High,MW,1.8243016082055807
