regions,tech,growthrate_max,growthrate_max_notes
TO,COMBDGEDSOldSHHEP___ESRELC_23,1.5,
TO,COMBDGEDSOldWHHEP___ESRELC_23,1.5,
TO,COMBDGEDSOldSHFUR___HIGPRO_23,1.1,
TO,COMBDGRTTOldSCCE___ESRELC_23,1.1,
TO,COMBDGRTTOldSCWA___HIGELC_23,1.1,
TO,COMBDGTAWOldSHHEP___ESRGEO_23,1.5,
TO,COMBDGHLCOldWHHEP___STDELC_23,1.5,
TO,COMBDGEDSOldSCWA___ESRELC_23,1.1,
TO,COMBDGEDSOldSCCE___STDELC_23,1.1,
TO,COMBDGEDSOldSCWD___HIGELC_23,1.1,
TO,COMBDGEDSOldWHHEP___STDELC_23,1.5,
TO,COMBDGOFFOldLIFLC___STDELC_23,1.1,
TO,COMBDGTAWOldSHHEP___HIGGEO_23,1.5,
TO,COMBDGOFFOldWHSTHBCKSTDELC_23,1.1,
TO,COMBDGRTTOldSHHEP___STDELC_23,1.5,
TO,COMBDGOFFOldLIFLUT8STDELC_23,1.1,
TO,COMBDGTAWOldSHFURLARSTDHH2_23,1.1,
TO,COMBDGTAWOldSHFURMEDSTDHH2_23,1.1,
TO,COMBDGOFFNewLIINC100WSTDELC_23,1.2,
TO,COMBDGEDSOldSCCE___ESRELC_23,1.1,
TO,COMBDGEDSOldSCWA___HIGELC_23,1.1,
TO,COMBDGTAWOldSHFURSMASTDHH2_23,1.1,
TO,COMBDGRTTOldWHHEP___HIGELC_23,1.5,
TO,COMBDGEDSOldSHHEP___STDELC_23,1.5,
TO,COMBDGRTTOldSHHEP___HIGELC_23,1.5,
TO,COMBDGRTTOldSCCE___HIGELC_23,1.1,
TO,COMBDGHLCOldLILED___ESRELC_23,1.1,
TO,COMBDGOFFOldWHHEP___ESRELC_23,1.5,
TO,COMBDGHLCOldWHHEP___HIGELC_23,1.5,
TO,COMBDGEDSOldSHHEP___HIGELC_23,1.5,
TO,COMBDGEDSOldWHHEP___HIGELC_23,1.5,
TO,COMBDGOFFOldWHHEP___STDELC_23,1.5,
TO,COMBDGEDSOldSCCE___HIGELC_23,1.1,
TO,COMBDGAEROldSHHEP___STDGEO_23,1.5,
TO,COMBDGRTTOldSHHEP___STDNGA_23,1.5,
TO,COMBDGOFFOldSHPLT500WSTDELC_23,1.1,
TO,COMBDGHLCOldLIHAL100WSTDELC_23,1.1,
TO,COMBDGEDSOldSHHEP___STDNGA_23,1.5,
TO,COMBDGAFSOldSHHEP___STDGEO_23,1.5,
TO,COMBDGAEROldSHHEP___ESRGEO_23,1.5,
TO,COMBDGAEROldSHHEP___HIGGEO_23,1.5,
TO,COMBDGOFFOldWHHEP___HIGELC_23,1.5,
TO,COMBDGAEROldSHFURLARSTDHH2_23,1.1,
TO,COMBDGAFSOldSHHEP___ESRGEO_23,1.5,
TO,COMBDGAEROldSHFURMEDSTDHH2_23,1.1,
TO,COMBDGOFFOldSHFUR___STDKER_23,1.1,
TO,COMBDGOFFOldSHFUR___STDHFO_23,1.1,
TO,COMBDGOFFOldSHFUR___STDLFO_23,1.1,
TO,COMBDGOFFOldSHFUR___HIGHFO_23,1.1,
TO,COMBDGOFFOldSHFUR___HIGLFO_23,1.1,
TO,COMBDGOFFOldLILED___STDELC_23,1.1,
TO,COMBDGAEROldSHFURSMASTDHH2_23,1.1,
TO,COMBDGAFSOldSHHEP___HIGGEO_23,1.5,
TO,COMBDGOFFOldAE______STDPRO_23,1.1,
TO,COMBDGOFFNewSHHEP___STDGEO_23,1.2,
TO,COMBDGOTSOldSHHEP___STDGEO_23,1.5,
TO,COMBDGAFSOldSHFURLARSTDHH2_23,1.1,
TO,COMBDGAFSOldSHFURMEDSTDHH2_23,1.1,
TO,COMBDGEDSOldLILED___ESRELC_23,1.1,
TO,COMBDGAFSOldSHFURSMASTDHH2_23,1.1,
TO,COMBDGOFFNewSHFURLARSTDHH2_23,1.2,
TO,COMBDGOFFOldLILED___HIGELC_23,1.1,
TO,COMBDGOFFNewSHFURMEDSTDHH2_23,1.2,
TO,COMBDGOFFNewSHHEP___ESRGEO_23,1.2,
TO,COMBDGOFFOldSCWD___STDELC_23,1.1,
TO,COMBDGOTSOldSHHEP___ESRGEO_23,1.5,
TO,COMBDGOFFNewSHFURSMASTDHH2_23,1.2,
TO,COMBDGWSTOldLIINC100WSTDELC_23,1.1,
TO,COMBDGOFFNewSHHEP___HIGGEO_23,1.2,
TO,COMBDGOTSOldSHHEP___HIGGEO_23,1.5,
TO,COMBDGRTTOldLILED___ESRELC_23,1.1,
TO,COMBDGOTSOldSHFURLARSTDHH2_23,1.1,
TO,COMBDGEDSOldLIHAL100WSTDELC_23,1.1,
TO,COMBDGOTSOldSHFURMEDSTDHH2_23,1.1,
TO,COMBDGOTSOldSHFURSMASTDHH2_23,1.1,
TO,COMBDGOFFOldSCWD___ESRELC_23,1.1,
TO,COMBDGRTTOldLIHAL100WSTDELC_23,1.1,
TO,COMBDGOFFOldSCWA___STDELC_23,1.1,
TO,COMBDGOFFOldSCWA___ESRELC_23,1.1,
TO,COMBDGOFFOldSCCE___STDELC_23,1.1,
TO,COMBDGOFFOldSCWD___HIGELC_23,1.1,
TO,COMBDGHLCOldLIINC100WSTDELC_23,1.1,
TO,COMBDGOFFOldLIFLUT8HIGELC_23,1.1,
TO,COMBDGOFFOldSCCE___ESRELC_23,1.1,
TO,COMBDGOFFOldSCWA___HIGELC_23,1.1,
TO,COMBDGOFFOldSHFUR___STDPRO_23,1.1,
TO,COMBDGOFFOldSHFUR___ESRPRO_23,1.1,
TO,COMBDGOFFOldSHHEP___ESRELC_23,1.5,
TO,COMBDGOFFOldSHFUR___HIGPRO_23,1.1,
TO,COMBDGOFFOldSCCE___HIGELC_23,1.1,
TO,COMBDGOFFOldSHHEP___STDELC_23,1.5,
TO,COMBDGWSTOldSHHEP___STDGEO_23,1.5,
TO,COMBDGHLCOldSHHEP___STDGEO_23,1.5,
TO,COMBDGOFFOldSHHEP___HIGELC_23,1.5,
TO,COMBDGEDSOldLIINC100WSTDELC_23,1.1,
TO,COMBDGWSTOldSHHEP___ESRGEO_23,1.5,
TO,COMBDGHLCOldSHHEP___ESRGEO_23,1.5,
TO,COMBDGWSTOldSHHEP___HIGGEO_23,1.5,
TO,COMBDGHLCOldSHHEP___HIGGEO_23,1.5,
TO,COMBDGWSTOldSHFURLARSTDHH2_23,1.1,
TO,COMBDGWSTOldSHFURMEDSTDHH2_23,1.1,
TO,COMBDGHLCOldSHFURLARSTDHH2_23,1.1,
TO,COMBDGOFFOldSHHEP___STDNGA_23,1.5,
TO,COMBDGHLCOldSHFURMEDSTDHH2_23,1.1,
TO,COMBDGWSTOldSHFURSMASTDHH2_23,1.1,
TO,COMBDGHLCOldSHFURSMASTDHH2_23,1.1,
TO,COMBDGRTTOldLIINC100WSTDELC_23,1.1,
TO,COMBDGRTTOldSHHEP___STDGEO_23,1.5,
TO,COMBDGOFFOldLILED___ESRELC_23,1.1,
TO,COMBDGEDSOldSHHEP___STDGEO_23,1.5,
TO,COMBDGRTTOldSHHEP___ESRGEO_23,1.5,
TO,COMBDGRTTOldSHHEP___HIGGEO_23,1.5,
TO,COMBDGEDSOldSHHEP___ESRGEO_23,1.5,
TO,COMBDGRTTOldSHFURLARSTDHH2_23,1.1,
TO,COMBDGEDSOldSHHEP___HIGGEO_23,1.5,
TO,COMBDGRTTOldSHFURMEDSTDHH2_23,1.1,
TO,COMBDGOFFOldLIHAL100WSTDELC_23,1.1,
TO,COMBDGRTTOldSHFURSMASTDHH2_23,1.1,
TO,COMBDGEDSOldSHFURLARSTDHH2_23,1.1,
TO,COMBDGEDSOldSHFURMEDSTDHH2_23,1.1,
TO,COMBDGEDSOldSHFURSMASTDHH2_23,1.1,
TO,COMBDGOFFOldLIINC100WSTDELC_23,1.1,
TO,COMBDGOFFOldSHHEP___STDGEO_23,1.5,
TO,COMBDGOFFOldSHHEP___ESRGEO_23,1.5,
TO,COMBDGOFFOldSHHEP___HIGGEO_23,1.5,
TO,COMBDGOFFOldSHFURLARSTDHH2_23,1.1,
TO,COMBDGOFFOldSHFURMEDSTDHH2_23,1.1,
TO,COMBDGOFFOldSHFURSMASTDHH2_23,1.1,
TO,COMBDGICINewSCZTM___STDETHOS_23,0,
TO,COMBDGOFFOldSCZTM___STDETHOS_23,0,
TO,COMBDGEDSOldSCZTM___STDETHOS_23,0,
TO,COMBDGRTTOldSCZTM___STDETHOS_23,0,
TO,COMBDGHLCOldSCZTM___STDETHOS_23,0,
TO,COMBDGWSTOldSCZTM___STDETHOS_23,0,
TO,COMBDGOTSOldSCZTM___STDETHOS_23,0,
TO,COMBDGAFSOldSCZTM___STDETHOS_23,0,
TO,COMBDGOFFNewSCZTM___STDETHOS_23,0,
TO,COMBDGAEROldSCZTM___STDETHOS_23,0,
TO,COMBDGTAWOldSCZTM___STDETHOS_23,0,
TO,COMBDGRTTNewSCZTM___STDETHOS_23,0,
TO,COMBDGHLCNewSCZTM___STDETHOS_23,0,
TO,COMBDGEDSNewSCZTM___STDETHOS_23,0,
TO,COMBDGOTSNewSCZTM___STDETHOS_23,0,
TO,COMBDGTAWNewSCZTM___STDETHOS_23,0,
TO,COMBDGICIOldSCZTM___STDETHOS_23,0,
TO,COMBDGWSTNewSCZTM___STDETHOS_23,0,
TO,COMBDGAERNewSCZTM___STDETHOS_23,0,
TO,COMBDGAFSNewSCZTM___STDETHOS_23,0,
